,Gene Ontology,Metadata,Sex,Cell Type,Time Point,Tissue,deg_method,Term,-log10.p-value
10,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,viral process,11.1265438030514
11,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,cellular protein localization,10.6594957782936
12,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,NADH dehydrogenase (ubiquinone) activity,10.1656306051915
13,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,protein ubiquitination,10.1304957693086
14,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,ubiquitin-dependent protein catabolic process,10.0695116164826
15,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,gene expression,9.75706284477095
16,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,cellular macromolecule biosynthetic process,9.17599206906196
17,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,nucleolus,9.04550555413774
18,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,Golgi vesicle transport,8.7822983491863
19,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,ribosome,8.74356103608593
20,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,mRNA processing,8.3825412398733
21,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,protein stabilization,8.16677422646066
22,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,centrosome,7.37583613275026
23,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,polysome,7.04959131122039
24,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,transcription-coupled nucleotide-excision repair,6.92229768040746
25,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,"RNA polymerase II, holoenzyme",6.79087956247203
26,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,ubiquitin-protein transferase activity,6.75549042667464
27,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",6.41897239053734
28,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,tRNA aminoacylation,6.24700181244192
29,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,purine ribonucleoside binding,6.12639407856177
30,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,lytic vacuole membrane,6.02110270940528
31,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,vesicle coating,5.86837633748806
32,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,"vesicle targeting, rough ER to cis-Golgi",5.86837633748806
33,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,cadherin binding,5.48409119790075
34,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,GTPase activity,5.32858366223392
35,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,aminoacyl-tRNA ligase activity,5.32693724848244
36,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,transcription coactivator activity,5.30962678984852
37,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,regulation of transcription by RNA polymerase I,5.20039951976827
38,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,mitochondrial transport,5.15485283813847
39,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,RNA polymerase II transcription regulator complex,5.08686250582698
40,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,ubiquitin binding,4.94888747341869
41,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,protein transmembrane import into intracellular organelle,4.90925322293337
42,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,Golgi apparatus subcompartment,4.76910218740704
43,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,regulation of cellular amino acid metabolic process,4.60272110261835
44,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,positive regulation of ubiquitin protein ligase activity,4.5524029954973
45,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,Ras protein signal transduction,4.38111153054262
46,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,response to UV,4.37063580272114
47,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,protein-arginine N-methyltransferase activity,4.32987694781439
48,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,microtubule nucleation by interphase microtubule organizing center,4.28196652164057
49,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,gamma-secretase complex,4.28196652164057
50,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,regulation of mitotic cell cycle phase transition,4.27583301795647
51,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,cilium assembly,4.21239449989713
52,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,protein targeting to peroxisome,4.07824804623808
53,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,integral component of endoplasmic reticulum membrane,4.02120209327276
54,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,perinuclear region of cytoplasm,3.98642693308651
55,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,"DNA-templated transcription, termination",3.93171320879503
56,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,ATPase binding,3.82639943272936
57,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,intraciliary transport,3.80828650557067
58,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,regulation of cholesterol biosynthetic process,3.71236884176518
59,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,lysosomal transport,3.60061038643101
60,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,phosphoprotein phosphatase activity,3.36717870839607
61,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,basal RNA polymerase II transcription machinery binding,3.16937045309982
62,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,regulation of adherens junction organization,3.1630597603197
63,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,membrane protein ectodomain proteolysis,3.1630597603197
64,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,Golgi-associated vesicle,3.11955074624232
65,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,regulation of establishment of planar polarity,3.0185394105284
66,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,amyloid precursor protein catabolic process,2.99170490763618
67,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,protein dephosphorylation,2.98795192202045
68,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,long-chain fatty-acyl-CoA metabolic process,2.94853768260602
69,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,positive regulation of axon extension,2.92093629313437
70,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,gamma-tubulin binding,2.92093629313437
71,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,interleukin-1-mediated signaling pathway,2.83763219146705
72,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,steroid hormone receptor binding,2.79739328787637
73,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,prenyltransferase activity,2.79733255067942
74,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,peptide alpha-N-acetyltransferase activity,2.79733255067942
75,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,negative chemotaxis,2.76308575088397
76,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,histone H3 acetylation,2.76097460085975
77,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,polyubiquitin modification-dependent protein binding,2.76097460085975
78,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,phosphatidylinositol binding,2.75362284299502
79,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,negative regulation of intrinsic apoptotic signaling pathway,2.67930770877957
80,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,dolichyl-diphosphooligosaccharide-protein glycotransferase activity,2.59249307997688
81,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,magnesium ion binding,2.56453072936013
82,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,negative regulation of canonical Wnt signaling pathway,2.55440515004317
83,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,cellular response to oxidative stress,2.54118460508118
84,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,ribosome binding,2.48969073423253
85,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,production of miRNAs involved in gene silencing by miRNA,2.43105812788574
86,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,protein maturation by iron-sulfur cluster transfer,2.39791411988893
87,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,protein glycosylation,2.373260040622
88,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,focal adhesion,2.31522223243069
89,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,peroxisomal membrane,2.24300879696598
90,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,smooth endoplasmic reticulum,2.23945990356027
91,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,protein heterodimerization activity,2.16854020059958
92,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,pyrimidine nucleotide-sugar transmembrane transporter activity,2.04727946741253
93,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,neurotrophin TRK receptor binding,2.04727946741253
94,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,enoyl-CoA hydratase activity,2.04727946741253
95,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,chromatin,2.02261872371543
96,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,purine-containing compound salvage,2.0170038022589
97,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,endoplasmic reticulum-Golgi intermediate compartment,1.94396320290431
98,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,stimulatory C-type lectin receptor signaling pathway,1.90755988065563
99,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,ubiquinone binding,1.82348697013303
100,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,nucleic acid phosphodiester bond hydrolysis,1.74842491777141
101,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,R-SMAD binding,1.71742830499992
102,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,"regulation of gene expression, epigenetic",1.68029053926499
103,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,phagophore assembly site,1.65286144788608
104,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,Notch receptor processing,1.65023493903396
105,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent",1.61449079401649
106,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,mRNA polyadenylation,1.61166794067756
107,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,chaperonin-containing T-complex,1.58999045171923
108,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,signal sequence binding,1.55983680635664
109,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,regulation of amyloid-beta clearance,1.54326079750161
110,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,regulation of mammary gland epithelial cell proliferation,1.54326079750161
111,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,mannosyl-oligosaccharide mannosidase activity,1.54326079750161
112,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,"phosphotransferase activity, for other substituted phosphate groups",1.54326079750161
113,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,NEDD8-specific protease activity,1.52723785609327
114,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,aggresome,1.38729680992848
115,Biological Process,M_MUT_and_WT_F_P30_CORT,F,L2_3_IT,P150,WB,DEsingle,myelination,1.38545628507001
0,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,RNA binding,14.4706489826107
1,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,viral process,8.70935609840346
2,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,positive regulation of proteasomal protein catabolic process,7.70567908860663
3,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,protein modification by small protein removal,6.99459743252526
4,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,protein targeting to ER,6.86976139664205
5,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,Golgi vesicle transport,6.84249970823406
6,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,nuclear-transcribed mRNA catabolic process,6.31563419230823
7,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,COPII-coated vesicle budding,6.30609193147214
8,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,translation,6.20367643295327
9,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,ribosome biogenesis,5.74049601154266
10,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,ncRNA processing,5.68715224622851
11,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,mitochondrial inner membrane,5.66573598781221
12,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,nucleolus,5.47351032467511
13,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,cytoplasmic microtubule organization,5.43580357762107
14,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,focal adhesion,5.37423960091717
15,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,cellular protein metabolic process,5.15101074272596
16,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,ubiquitin binding,5.07231226145633
17,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,gene expression,4.83274421876027
18,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,late endosome to vacuole transport via multivesicular body sorting pathway,4.8183820212441
19,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,translational termination,4.75650242256047
20,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,cytosolic ribosome,4.65440519861764
21,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,cadherin binding,4.57032790367588
22,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,recycling endosome,4.53292122827333
23,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,centrosome,4.29826860359468
24,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,protein phosphatase regulator activity,4.21239962715178
25,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,cellular response to hypoxia,4.1518807517142
26,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,negative regulation of intracellular signal transduction,4.14409773507165
27,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,Golgi organization,3.96413373236383
28,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,lysosome,3.94694959453563
29,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,mitotic nuclear division,3.94679021227556
30,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,protein stabilization,3.84497450587832
31,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,IRE1-mediated unfolded protein response,3.79182781382314
32,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,mitochondrial respiratory chain complex assembly,3.7220471635687
33,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,intracellular protein transmembrane transport,3.70812665109485
34,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,'de novo' posttranslational protein folding,3.60629892642496
35,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,ubiquitin-protein transferase activity,3.59749536945695
36,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,organelle assembly,3.55172424679924
37,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,regulation of ERAD pathway,3.51721755104521
38,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,axonal fasciculation,3.44270212643645
39,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,"regulation of retrograde protein transport, ER to cytosol",3.44270212643645
40,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,ubiquitin-like protein-specific protease activity,3.44238210448218
41,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,regulation of cellular ketone metabolic process,3.44112360760506
42,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,regulation of cellular component organization,3.32242136754789
43,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,regulation of telomere maintenance via telomerase,3.21675951344502
44,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,mitochondrial respiratory chain complex I,3.21675951344502
45,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,signal recognition particle,3.19969713488496
46,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,regulation of cell morphogenesis,3.16530560378093
47,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,negative regulation of fibroblast proliferation,3.12478035841808
48,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,regulation of axon extension involved in axon guidance,3.12427312991012
49,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,Golgi apparatus subcompartment,3.11459029897185
50,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,"mitochondrial electron transport, NADH to ubiquinone",3.1081547465865
51,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,ubiquitin conjugating enzyme binding,3.04095837368242
52,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,neurotrophin TRKA receptor binding,3.0190587681012
53,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,regulation of primary metabolic process,3.00755018160744
54,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,microtubule minus-end binding,2.93323996112059
55,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,protein palmitoylation,2.92303219741029
56,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,negative regulation of intrinsic apoptotic signaling pathway,2.85758414211956
57,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,"RNA polymerase II, holoenzyme",2.85092230294754
58,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,NADH dehydrogenase (ubiquinone) activity,2.8180600604475
59,Cellular Component,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,vesicle coat,2.8110233279704
60,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,mRNA processing,2.78726128175577
61,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,ribosome binding,2.70829327746479
62,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,telomeric DNA binding,2.70448502944723
63,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,regulation of cellular amine metabolic process,2.68642352817235
64,Molecular Function,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,GDP binding,2.68642352817235
65,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,positive regulation of transcription by RNA polymerase I,2.6701179348874
66,Biological Process,M_MUT_and_WT_F_P30_CORT,F,Sst,E18,WB,DEsingle,T cell receptor signaling pathway,2.65142763093247
